"","Time (s)","Trial 1","Trial 2","Trial 3","Trial 4","Trial 5","Trial 6","Trial 7","Trial 8","Trial 9","Trial 10","Trial 11","Trial 12","Trial 13","Trial 14","Trial 15","Trial 16","Trial 17","Trial 18","Trial 19","Trial 20","Trial 21","Trial 22","Trial 23","Trial 24","Trial 25","Trial 26","Trial 27","Trial 28","Trial 29","Trial 30","Trial 31","Trial 32","Trial 33","Trial 34","Trial 35","Trial 36","Trial 37","Trial 38","Trial 39","Trial 40"
"29",28,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
"30",29,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
"31",30,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
"32",31,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
"33",32,1,1,1,1,0,0,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,3,0,0,0,1,1,1,1,1,0,0,1
"34",33,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
"35",34,1,1,2,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,2,0,1,0,1,1,1,0,1,0,1,1,2,1,1
"36",35,1,1,1,0,1,2,1,0,1,1,0,0,1,2,1,1,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1
"37",36,2,2,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,0,1,1,1
"38",37,1,1,1,1,1,1,0,1,2,1,2,1,1,1,2,1,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,2,2,0,1,1,1,1,1
"39",38,2,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,2
"40",39,0,1,2,1,0,1,0,2,2,1,0,0,0,1,1,1,1,0,2,1,1,1,0,1,1,1,1,0,0,2,0,0,0,1,1,1,1,0,1,1
"41",40,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,0,1,1,1,0
"42",41,1,1,1,0,0,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"43",42,0,2,2,1,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,0,1,1,1,1,1
"44",43,1,1,1,2,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,2,0,1,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1
"45",44,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,1,0,2,1,1,1,2,1,1,1
"46",45,1,1,2,1,1,1,0,1,2,1,1,1,0,1,1,1,1,1,2,2,1,3,1,1,2,2,1,1,2,1,1,0,1,2,0,1,1,1,1,1
"47",46,0,2,0,1,0,2,0,1,0,1,1,2,2,1,2,1,1,1,2,2,1,0,0,1,2,0,1,1,1,1,1,1,1,2,0,1,1,2,0,1
"48",47,1,1,3,1,1,1,1,1,2,1,2,0,1,0,1,2,1,0,1,1,2,1,1,0,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1
"49",48,1,1,1,1,1,1,2,0,1,2,2,1,0,0,1,1,1,1,1,2,1,2,2,1,2,2,0,1,0,1,1,0,1,1,0,2,0,1,1,1
"50",49,1,1,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,2,2,0,1,1,2,2,1,1,1,0,1,1
"51",50,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,0,1,0,2,1,1,1,1
"52",51,1,1,1,1,0,2,2,1,0,1,2,1,1,1,2,1,1,0,1,1,2,0,1,1,1,1,0,1,2,1,1,1,1,2,1,1,1,1,1,2
"53",52,0,2,1,1,1,2,2,0,1,1,2,1,1,2,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,0,2,1,1,2,0,1,1,1
"54",53,1,1,2,1,0,2,2,1,1,1,2,1,1,2,1,1,1,1,1,3,2,2,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,2
"55",54,2,1,2,1,1,2,1,0,1,1,1,1,1,1,1,2,0,1,2,1,1,1,0,2,1,2,2,0,1,1,1,1,2,1,1,1,1,2,1,1
"56",55,0,2,1,1,1,1,2,1,1,2,1,2,0,2,3,1,2,1,2,2,1,0,1,1,2,0,1,1,1,1,1,1,2,2,1,2,1,1,1,2
"57",56,1,3,2,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,0,3,1,1,2,1,1,0,2,1,1,1,1,1,1,1
"58",57,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,0,1,1,1,2,1,1,1,1,2,2,1,1,2
"59",58,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,2,2,2,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1
"60",59,1,3,1,0,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,0,2,1,0,1,1,1,1,2,1,1,1,1,1,1,2
"61",60,1,1,2,1,1,1,2,0,1,1,1,2,1,2,1,2,2,2,2,1,1,1,0,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,0,2
"62",61,1,1,2,0,1,1,1,0,1,0,2,2,0,0,3,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,0
"63",62,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,3,0,3
"64",63,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,0,1,1,2
"65",64,1,1,2,1,1,1,1,0,1,1,1,1,0,1,2,1,2,1,1,2,1,2,0,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1
"66",65,3,2,2,1,1,2,1,2,1,1,1,2,0,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,0,2,1,1,1,1
"67",66,1,2,2,0,1,2,2,0,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,2,1,1,2,1,2,1,0,1,2,2,2,1,1,2,1,1
"68",67,2,2,2,0,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,0,1,1,2,0,1,1,2,1,0,2,1,0,1,1,2,1,1
"69",68,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2
"70",69,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,0,2,1,1,2,2,2,2,1,1,1,1,2
"71",70,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,2,2,1,1,0,1,1,1,2
"72",71,2,2,2,0,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,1,1,2,1,1,1,0,2,0,1,1,2,1,1
"73",72,2,1,2,1,1,2,2,1,1,0,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,3,1,1,1,0,1,1,2
"74",73,1,1,2,1,1,1,2,0,1,1,2,1,0,1,2,1,1,0,1,1,2,1,0,2,1,1,0,0,1,1,1,1,1,2,0,1,1,1,1,1
"75",74,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,0,2
"76",75,1,2,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,3,2,1,1,1,1,0,1,1,1,1,2
"77",76,1,1,2,1,1,2,2,0,1,2,1,1,0,1,1,1,2,1,2,2,2,1,1,2,1,2,1,0,1,1,1,1,3,2,1,1,1,2,1,2
"78",77,2,2,3,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,1
"79",78,2,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,0,2,2,2,1,1,1,2,1,3
"80",79,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,3,2,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,0,2
"81",80,1,1,2,0,0,2,1,0,1,0,0,2,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,2,1,1
"82",81,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,1,1,1,1,2,0,1,2,1,2,2
"83",82,1,2,2,0,1,1,1,1,2,1,2,1,1,2,1,1,3,1,0,1,1,2,1,2,1,1,1,1,2,1,1,0,2,1,2,1,1,1,1,2
"84",83,1,1,2,1,2,1,1,0,2,1,1,1,1,1,2,0,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,0,1,1,1,1,2
"85",84,2,3,3,1,1,2,1,1,2,1,2,2,1,2,1,2,0,2,2,0,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2
"86",85,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,0,1,1,1,1,2
"87",86,2,1,2,1,1,2,1,2,1,1,3,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,0,1,1,2,1,1,1,2,0,2,1,2,0,1
"88",87,1,3,2,0,1,2,0,1,2,2,2,2,1,1,1,3,2,2,2,2,2,1,2,2,1,2,1,0,1,1,1,1,3,1,1,0,1,2,2,3
"89",88,2,1,1,1,2,2,1,1,2,1,1,1,0,2,2,1,1,1,2,2,2,2,0,2,1,1,0,1,2,2,1,2,2,1,1,1,1,2,1,2
"90",89,0,2,2,1,1,1,1,0,1,1,1,2,2,1,2,3,3,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1
"91",90,2,2,2,1,0,2,1,1,1,0,2,2,1,2,2,0,1,2,3,2,0,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,0,1,1,2
"92",91,3,1,2,1,2,2,2,1,2,0,0,2,1,1,1,2,1,2,0,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2
"93",92,1,2,1,1,1,2,1,2,0,1,2,1,1,1,2,1,3,1,1,2,2,1,1,2,2,2,1,1,2,1,0,1,2,3,1,1,1,2,1,1
"94",93,2,2,0,1,1,3,1,2,0,0,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,0,1
"95",94,1,2,2,1,0,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,3,2,1,1,1,2,1,1,3,2,3,2,2,1,2,2,0,1,1,2
"96",95,2,1,1,1,1,1,1,2,1,1,2,2,1,2,3,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,0,1,3,2,0,2,2,3,1,1
"97",96,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,0,2,1,1,1,3
"98",97,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,0,2,2,2,0,1,2,2,0,1,2,2,1,1,1,1,1,1
"99",98,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,0,1,2,1,1,1,2,2,1,1,2
"100",99,2,2,2,0,1,1,3,1,1,1,1,2,1,1,2,2,1,0,2,1,1,1,2,2,1,2,1,1,1,0,2,1,2,2,1,2,1,2,1,1
"101",100,2,2,1,2,1,3,1,0,2,0,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,0,1,1,1,1,0,2,2,1,1,2,2,1,2
"102",101,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,2,2,1,1,1,2,2,2,1,2,1,0,2,0,1,1,1
"103",102,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,0,1,1,2,2
"104",103,2,1,3,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,0,1,1,2,1,1,2
"105",104,1,1,1,0,2,1,1,1,2,1,3,1,1,2,1,2,2,1,2,2,2,0,1,2,2,1,0,1,2,1,1,1,1,2,0,1,1,1,1,1
"106",105,2,2,1,1,0,2,1,1,1,1,1,2,1,0,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
"107",106,1,2,3,1,1,2,1,3,0,1,2,2,1,3,2,2,1,1,2,2,2,1,0,2,1,3,1,1,2,2,2,2,2,2,1,1,3,2,1,2
"108",107,1,3,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,0,2,1,2,0,1,1,2,1,0,1,2,3,1,1,0,2,2,1
"109",108,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,0,1,2,1,1,2
"110",109,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,3,1,1,2,3,2,2,2,2,1,1
"111",110,2,2,2,1,1,2,1,2,3,1,2,1,1,1,1,2,1,0,2,2,2,1,0,1,1,2,1,1,1,1,1,2,1,1,0,2,1,3,1,2
"112",111,1,2,2,1,1,0,2,2,1,1,2,1,1,3,2,2,2,2,2,1,1,2,2,1,2,1,0,1,1,2,1,1,1,2,1,1,1,2,0,1
"113",112,1,2,1,1,1,2,2,2,2,1,1,2,1,0,0,2,2,2,1,2,2,1,2,1,2,1,0,1,2,1,1,1,2,2,1,1,1,1,1,2
"114",113,2,1,2,0,1,2,1,1,1,1,3,2,1,1,1,2,1,1,2,2,2,1,2,2,0,2,3,1,1,2,1,1,2,1,2,1,2,1,1,2
"115",114,1,1,2,1,1,1,0,2,3,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1
"116",115,2,2,1,0,1,2,1,1,1,0,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,0,1,1,1,2,2,1,1,1,2,2,1,2
"117",116,1,2,2,1,0,2,2,2,1,2,2,3,1,1,2,1,1,1,1,3,1,1,1,1,0,3,0,1,3,2,0,2,2,2,0,2,2,2,0,2
"118",117,2,0,1,1,1,1,1,1,2,1,2,0,2,2,2,2,1,1,2,1,1,2,2,2,1,0,1,1,2,3,2,1,1,2,2,1,1,2,1,1
"119",118,1,2,2,0,1,1,1,2,2,2,2,2,1,2,1,3,1,0,2,2,2,1,0,2,1,2,1,2,2,1,1,1,1,2,0,0,2,1,1,2
"120",119,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,0,2,2,1,1,2,1,1,1
"121",120,2,2,2,1,1,1,3,2,1,1,1,1,1,1,1,3,1,1,0,1,1,1,2,1,2,3,0,1,2,1,2,1,1,1,1,2,2,2,0,1
"122",121,1,1,2,2,2,1,1,1,2,1,2,3,1,2,2,0,1,1,2,2,1,2,0,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,0,2
"123",122,2,1,1,2,2,2,3,2,2,1,1,3,1,1,2,3,3,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,3,0,2,1,1,1,2
"124",123,1,2,2,1,2,2,1,2,1,1,2,2,2,3,3,2,0,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,1,2,1,1,2
"125",124,1,1,2,0,0,1,2,1,3,1,2,1,0,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,0,1,2,2,2,1,1,2,1,1
"126",125,2,2,2,1,1,2,1,1,1,0,2,2,1,2,3,2,1,2,1,1,2,0,2,1,2,1,1,2,1,2,2,1,1,2,0,2,2,1,1,3
"127",126,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,3,2,2,1,0,1,2,1,1,1,1,2,1,1,2,2,2,2,0,2,1,1
"128",127,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,0,2,2,2,2,2,1,2,1,1,3,2,1,2
"129",128,2,3,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,0,2,1,1
"130",129,2,1,2,1,1,1,2,1,1,1,2,2,0,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2
"131",130,2,2,1,1,1,1,2,1,2,1,2,0,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,0,2,2,1,1,1,2,1,2
"132",131,1,1,2,1,1,1,1,1,2,1,2,3,2,2,2,1,2,2,2,1,0,1,0,2,2,2,1,2,2,0,2,2,2,2,1,1,1,2,1,0
"133",132,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,0,2
"134",133,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,0,2,1,1,0,1,1,2,2,1,2,1,2,0,1,2,0,0,1,1,1,1,1
"135",134,2,1,3,1,2,1,2,0,0,1,2,1,1,1,2,2,2,1,2,3,2,2,1,1,1,1,0,1,2,1,2,1,2,2,2,1,1,3,2,2
"136",135,2,2,1,0,0,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2
"137",136,1,2,2,2,1,1,1,1,2,0,1,1,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,1,2,2,0,1,1,2,2,1,2,2,2,1
"138",137,0,2,2,1,1,1,1,2,0,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2
"139",138,2,1,3,1,1,3,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2
"140",139,1,2,1,1,0,2,1,1,2,1,1,1,2,2,2,1,1,0,2,2,1,1,2,2,2,2,1,2,1,0,1,1,2,1,1,2,1,2,1,1
"141",140,1,2,2,2,3,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,0,2,2,1,2,2
"142",141,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,3,2,1,2,2,1
"143",142,2,1,1,1,0,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,3,1,1,1,2,2,1,1,2,1,0,1,2,2,2,2,2,2,3,2
"144",143,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,0,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2
"145",144,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,0,1,2,3,2,0,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2
"146",145,1,1,2,0,0,1,1,1,2,1,1,2,1,3,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,0,2,1,1,2,2
"147",146,2,3,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2
"148",147,2,1,1,2,1,2,1,1,1,0,1,2,0,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,3,2,1,1,1,2,2
"149",148,2,1,0,1,1,2,1,0,1,1,1,2,2,2,2,2,2,1,1,1,1,0,1,2,3,2,3,1,1,2,1,1,2,0,2,2,2,1,2,1
"150",149,2,3,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,0,1,1,2,1,1,1,2,2,1,1
"151",150,2,1,2,0,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,0
"152",151,2,2,2,1,0,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2
"153",152,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,0,2,1,2,2,2
"154",153,1,2,2,0,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,3
"155",154,2,1,1,1,2,1,1,1,2,2,1,2,3,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,3,2,2,2,2,2,2,1,1,2,2,1
"156",155,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,0,1,2,1,1,2,2,1,1,1,2,2,2
"157",156,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,3,2,0,1,2,1,2,1,1,1,1,1,0,2,2,1,1,2
"158",157,2,1,2,1,2,3,2,1,2,1,2,2,2,1,1,1,2,2,2,3,2,0,1,2,2,1,2,2,1,1,2,1,3,1,2,1,1,3,2,2
